AVG,ROWNO,PREAVG_2,MM_0,PUM_NAME,PREAVG_1,MM_1,UNIT_NAME,MM_2,GRADE_NAME
8116,74,17487,202507,노랑파프리카,16893,202506,   5키로상자,202505,하
5975,75,7141,202507,느타리버섯,5805,202506,   2키로상자,202505,특
6171,76,5607,202507,느타리버섯,5871,202506,   2키로상자,202505,상
5411,77,5421,202507,느타리버섯,5541,202506,   2키로상자,202505,중
4599,78,4968,202507,느타리버섯,5053,202506,   2키로상자,202505,하
47000,79,47000,202507,단감 부유,47000,202506,  10키로상자,202505,특
45500,80,45500,202507,단감 부유,45500,202506,  10키로상자,202505,상
31585,81,31585,202507,단감 부유,31585,202506,  10키로상자,202505,중
11750,82,11750,202507,단감 부유,11750,202506,  10키로상자,202505,하
14813,83,16735,202507,단호박,17543,202506,  10키로상자,202505,특
13248,84,15883,202507,단호박,16676,202506,  10키로상자,202505,상
11172,85,14948,202507,단호박,15311,202506,  10키로상자,202505,중
8865,86,13909,202507,단호박,14210,202506,  10키로상자,202505,하
6859,87,8182,202507,당근 수입,7771,202506,  10키로상자,202505,특
6796,88,8165,202507,당근 수입,7639,202506,  10키로상자,202505,상
6619,89,6598,202507,당근 수입,6236,202506,  10키로상자,202505,중
6460,90,5207,202507,당근 수입,4593,202506,  10키로상자,202505,하
23519,91,26315,202507,당근(일반),23854,202506,  20키로상자,202505,특
22652,92,25226,202507,당근(일반),22770,202506,  20키로상자,202505,상
20709,93,22851,202507,당근(일반),20084,202506,  20키로상자,202505,중
15398,94,17604,202507,당근(일반),14771,202506,  20키로상자,202505,하
15380,95,13672,202507,대추방울토마토,14225,202506,   3키로상자,202505,특
13398,96,11765,202507,대추방울토마토,11399,202506,   3키로상자,202505,상
10767,97,10766,202507,대추방울토마토,9637,202506,   3키로상자,202505,중
7930,98,9213,202507,대추방울토마토,7258,202506,   3키로상자,202505,하
1678,99,1174,202507,대파(일반),1297,202506,   1키로단,202505,특
1523,100,1093,202507,대파(일반),1200,202506,   1키로단,202505,상
1295,101,910,202507,대파(일반),1038,202506,   1키로단,202505,중
1061,102,676,202507,대파(일반),852,202506,   1키로단,202505,하
16800,103,16424,202507,두릅재배산,16800,202506,   2키로상자,202505,상
16320,104,15567,202507,두릅재배산,16320,202506,   2키로상자,202505,중
11000,105,11067,202507,두릅재배산,11000,202506,   2키로상자,202505,하
12000,106,18180,202507,딸기 설향,12463,202506,   2키로상자,202505,특
11190,107,14854,202507,딸기 설향,11537,202506,   2키로상자,202505,상
9059,108,10631,202507,딸기 설향,9399,202506,   2키로상자,202505,중
8360,109,7280,202507,딸기 설향,8423,202506,   2키로상자,202505,하
14700,110,14700,202507,딸기 육보,14700,202506,   1키로상자,202505,특
16750,111,16750,202507,딸기 육보,16750,202506,   1키로상자,202505,상
14131,112,14131,202507,딸기 육보,14131,202506,   1키로상자,202505,중
8606,113,8606,202507,딸기 육보,8606,202506,   1키로상자,202505,하
18000,114,20537,202507,딸기 육보,18000,202506,   2키로상자,202505,특
23000,115,23284,202507,딸기 육보,23000,202506,   2키로상자,202505,상
15969,116,18841,202507,딸기 육보,15969,202506,   2키로상자,202505,중
11800,117,13734,202507,딸기 육보,11800,202506,   2키로상자,202505,하
12500,118,13547,202507,딸기 장희,12500,202506,   2키로상자,202505,특
11250,119,12710,202507,딸기 장희,11250,202506,   2키로상자,202505,상
9277,120,10850,202507,딸기 장희,9277,202506,   2키로상자,202505,중
7781,121,8304,202507,딸기 장희,7781,202506,   2키로상자,202505,하
5500,122,5500,202507,레드 치커리,5500,202506,   2키로상자,202505,상
5500,123,5500,202507,레드 치커리,5500,202506,   2키로상자,202505,중
4500,124,4500,202507,레드 치커리,4500,202506,   2키로상자,202505,하
10500,125,14306,202507,마늘쫑,10995,202506,   2키로단,202505,상
8833,126,13445,202507,마늘쫑,9316,202506,   2키로단,202505,중
7516,127,10701,202507,마늘쫑,8012,202506,   2키로단,202505,하
17423,128,18000,202507,마늘쫑 수입,17000,202506,   8키로상자,202505,상
17423,129,17333,202507,마늘쫑 수입,16840,202506,   8키로상자,202505,중
17423,130,16000,202507,마늘쫑 수입,16520,202506,   8키로상자,202505,하
12000,131,12000,202507,만감 한라봉,12000,202506,   3키로상자,202505,특
12000,132,12000,202507,만감 한라봉,12000,202506,   3키로상자,202505,상
11333,133,11370,202507,만감 한라봉,11333,202506,   3키로상자,202505,중
10500,134,10535,202507,만감 한라봉,10500,202506,   3키로상자,202505,하
26000,135,27119,202507,망고(수입),28840,202506,   5키로상자,202505,특
22369,136,25304,202507,망고(수입),27288,202506,   5키로상자,202505,상
10688,137,23093,202507,망고(수입),24228,202506,   5키로상자,202505,중
10000,138,21160,202507,망고(수입),22072,202506,   5키로상자,202505,하
7784,139,7784,202507,머위잎,7784,202506,   4키로상자,202505,상
29338,140,30852,202507,멜론 머스크,31209,202506,   8키로상자,202505,특
28653,141,28803,202507,멜론 머스크,30363,202506,   8키로상자,202505,상
24134,142,21279,202507,멜론 머스크,28809,202506,   8키로상자,202505,중
18799,143,16833,202507,멜론 머스크,24730,202506,   8키로상자,202505,하
11892,144,30115,202507,무,10123,202506,  20키로상자(비닐포),202505,특
10907,145,31690,202507,무,9407,202506,  20키로상자(비닐포),202505,상
8252,146,28996,202507,무,8546,202506,  20키로상자(비닐포),202505,중
4976,147,26260,202507,무,7584,202506,  20키로상자(비닐포),202505,하
10712,148,8087,202507,미나리,5595,202506,   4키로상자,202505,상
8097,149,7059,202507,미나리,4294,202506,   4키로상자,202505,중
5723,150,5755,202507,미나리,3400,202506,   4키로상자,202505,하
23564,151,29566,202507,바나나 수입,27059,202506,  13키로상자,202505,특
22325,152,28266,202507,바나나 수입,26214,202506,  13키로상자,202505,상
18235,153,26192,202507,바나나 수입,23658,202506,  13키로상자,202505,중
14205,154,23445,202507,바나나 수입,20470,202506,  13키로상자,202505,하
26006,155,22531,202507,밤고구마,24380,202506,  10키로상자,202505,특
23885,156,21162,202507,밤고구마,23399,202506,  10키로상자,202505,상
19487,157,15631,202507,밤고구마,18272,202506,  10키로상자,202505,중
8053,158,7857,202507,밤고구마,9067,202506,  10키로상자,202505,하
7500,159,11704,202507,방울토마토(일반),10380,202506,   5키로상자,202505,특
7250,160,11344,202507,방울토마토(일반),9928,202506,   5키로상자,202505,상
5872,161,10025,202507,방울토마토(일반),7500,202506,   5키로상자,202505,중
2947,162,8470,202507,방울토마토(일반),5114,202506,   5키로상자,202505,하
5755,163,5755,202507,방풍나물(일반),5755,202506,   4키로상자,202505,상
40766,164,63686,202507,배 신고,71091,202506,  15키로상자,202505,특
26919,165,47580,202507,배 신고,48779,202506,  15키로상자,202505,상
16199,166,32880,202507,배 신고,30860,202506,  15키로상자,202505,중
9581,167,19789,202507,배 신고,17750,202506,  15키로상자,202505,하
10808,168,8417,202507,배추,7305,202506,  10키로망대,202505,특
10104,169,6927,202507,배추,6667,202506,  10키로망대,202505,상
7823,170,5282,202507,배추,5311,202506,  10키로망대,202505,중
4804,171,3701,202507,배추,3379,202506,  10키로망대,202505,하
54174,172,44052,202507,백다다기오이,42605,202506, 100개,202505,특
45097,173,41606,202507,백다다기오이,38576,202506, 100개,202505,상
32779,174,37314,202507,백다다기오이,30344,202506, 100개,202505,중
15639,175,25480,202507,백다다기오이,17544,202506, 100개,202505,하
34049,176,28737,202507,브로콜리,25339,202506,   8키로상자,202505,상
26117,177,20905,202507,브로콜리,20538,202506,   8키로상자,202505,중
15704,178,13061,202507,브로콜리,13879,202506,   8키로상자,202505,하
30984,179,37750,202507,블루베리 국산,33559,202506,   1키로상자,202505,특
24448,180,34395,202507,블루베리 국산,29365,202506,   1키로상자,202505,상
21196,181,30357,202507,블루베리 국산,24503,202506,   1키로상자,202505,중
14647,182,26127,202507,블루베리 국산,18864,202506,   1키로상자,202505,하
17745,183,27434,202507,빨강파프리카,22338,202506,   5키로상자,202505,상
14858,184,24224,202507,빨강파프리카,19238,202506,   5키로상자,202505,중
11663,185,21120,202507,빨강파프리카,15201,202506,   5키로상자,202505,하
65111,186,57213,202507,사과 미시마,49628,202506,  10키로상자,202505,특
59882,187,47447,202507,사과 미시마,44936,202506,  10키로상자,202505,상
45168,188,34318,202507,사과 미시마,34386,202506,  10키로상자,202505,중
26423,189,21213,202507,사과 미시마,20135,202506,  10키로상자,202505,하
26000,190,88882,202507,사과 미얀마,67056,202506,  10키로상자,202505,특
25893,191,61454,202507,사과 미얀마,58630,202506,  10키로상자,202505,상
23000,192,43154,202507,사과 미얀마,50032,202506,  10키로상자,202505,중
17000,193,29492,202507,사과 미얀마,42458,202506,  10키로상자,202505,하
49000,194,49000,202507,사과 부사,49000,202506,   5키로상자,202505,특
47556,195,47556,202507,사과 부사,47556,202506,   5키로상자,202505,상
27000,196,27000,202507,사과 부사,27000,202506,   5키로상자,202505,중
27000,197,27000,202507,사과 부사,27000,202506,   5키로상자,202505,하
35561,198,52708,202507,사과 부사,63752,202506,  10키로상자,202505,특
32578,199,42316,202507,사과 부사,52586,202506,  10키로상자,202505,상
23678,200,28886,202507,사과 부사,31088,202506,  10키로상자,202505,중
17756,201,21450,202507,사과 부사,21420,202506,  10키로상자,202505,하
21722,202,14313,202507,상추 적포기,13660,202506,   4키로상자,202505,상
17966,203,11935,202507,상추 적포기,10510,202506,   4키로상자,202505,중
12501,204,8510,202507,상추 적포기,6257,202506,   4키로상자,202505,하
21837,205,14472,202507,상추 포기찹,13913,202506,   4키로상자,202505,상
18166,206,12296,202507,상추 포기찹,11024,202506,   4키로상자,202505,중
13149,207,9798,202507,상추 포기찹,7533,202506,   4키로상자,202505,하
60858,208,74076,202507,생표고,68638,202506,   4키로상자,202505,특
47134,209,46205,202507,생표고,45832,202506,   4키로상자,202505,상
26762,210,25482,202507,생표고,24105,202506,   4키로상자,202505,중
15217,211,14697,202507,생표고,13773,202506,   4키로상자,202505,하
28158,212,23927,202507,수박,19603,202506,   8키로개,202505,특
24369,213,21031,202507,수박,15645,202506,   8키로개,202505,상
19817,214,17406,202507,수박,11616,202506,   8키로개,202505,중
12071,215,13236,202507,수박,7324,202506,   8키로개,202505,하
28697,216,24612,202507,수박,19317,202506,  10키로상자,202505,특
25155,217,22229,202507,수박,16494,202506,  10키로상자,202505,상
21052,218,18781,202507,수박,12915,202506,  10키로상자,202505,중
15076,219,15509,202507,수박,9097,202506,  10키로상자,202505,하
4430,220,4410,202507,숙주나물(수입),4416,202506,   4키로상자,202505,상
25518,221,11054,202507,시금치,15554,202506,   4키로상자,202505,특
20810,222,9477,202507,시금치,13544,202506,   4키로상자,202505,상
13128,223,6545,202507,시금치,8556,202506,   4키로상자,202505,중
9030,224,3975,202507,시금치,5776,202506,   4키로상자,202505,하
3951,225,1324,202507,시금치,1535,202506, 500그람단,202505,특
2967,226,1230,202507,시금치,1338,202506, 500그람단,202505,상
2435,227,1063,202507,시금치,1139,202506, 500그람단,202505,중
1570,228,841,202507,시금치,871,202506, 500그람단,202505,하
21811,229,5914,202507,쑥갓,9941,202506,   4키로상자,202505,상
16523,230,4940,202507,쑥갓,7990,202506,   4키로상자,202505,중
10995,231,3807,202507,쑥갓,5774,202506,   4키로상자,202505,하
7000,232,0,202507,아욱,7000,202506,   4키로상자,202505,상
6250,233,0,202507,아욱,6250,202506,   4키로상자,202505,중
3385,234,0,202507,아욱,3385,202506,   4키로상자,202505,하
20687,235,15510,202507,알배기배추,12291,202506,   8키로상자,202505,특
15975,236,13873,202507,알배기배추,11166,202506,   8키로상자,202505,상
11159,237,9311,202507,알배기배추,8736,202506,   8키로상자,202505,중
7118,238,5261,202507,알배기배추,5832,202506,   8키로상자,202505,하
14610,239,18416,202507,애호박,18405,202506,  20개,202505,특
12291,240,16660,202507,애호박,16582,202506,  20개,202505,상
8938,241,13133,202507,애호박,13736,202506,  20개,202505,중
5838,242,9106,202507,애호박,8649,202506,  20개,202505,하
16000,243,16000,202507,양배추,16000,202506,   8키로망대,202505,특
16000,244,16000,202507,양배추,16000,202506,   8키로망대,202505,상
16000,245,16000,202507,양배추,16000,202506,   8키로망대,202505,중
15769,246,15769,202507,양배추,15769,202506,   8키로망대,202505,하
8176,247,10311,202507,양배추,5259,202506,  10키로망대,202505,특
7363,248,9139,202507,양배추,4782,202506,  10키로망대,202505,상
6132,249,7636,202507,양배추,4140,202506,  10키로망대,202505,중
3929,250,5541,202507,양배추,3122,202506,  10키로망대,202505,하
24797,251,13132,202507,양상추,15733,202506,   8키로상자,202505,상
20330,252,10855,202507,양상추,12702,202506,   8키로상자,202505,중
14993,253,9739,202507,양상추,10092,202506,   8키로상자,202505,하
10346,254,7731,202507,양상추 수입,7500,202506,   8키로상자,202505,상
10274,255,7671,202507,양상추 수입,7500,202506,   8키로상자,202505,중
9865,256,7241,202507,양상추 수입,7000,202506,   8키로상자,202505,하
20087,257,14175,202507,양상추(일반),14091,202506,  10키로상자,202505,상
17412,258,12414,202507,양상추(일반),12425,202506,  10키로상자,202505,중
12469,259,9680,202507,양상추(일반),9484,202506,  10키로상자,202505,하
18712,260,21481,202507,양송이,21700,202506,   2키로상자,202505,특
17923,261,20248,202507,양송이,20645,202506,   2키로상자,202505,상
14389,262,16428,202507,양송이,17158,202506,   2키로상자,202505,중
8698,263,10530,202507,양송이,10627,202506,   2키로상자,202505,하
1050,264,970,202507,양파,850,202506,   1키로,202505,특
971,265,818,202507,양파,774,202506,   1키로,202505,상
787,266,723,202507,양파,694,202506,   1키로,202505,중
558,267,669,202507,양파,551,202506,   1키로,202505,하
7455,268,3492,202507,얼갈이배추,4979,202506,   4키로상자,202505,상
6744,269,2683,202507,얼갈이배추,4278,202506,   4키로상자,202505,중
4133,270,1760,202507,얼갈이배추,2509,202506,   4키로상자,202505,하
8708,271,4412,202507,열무,4849,202506,   4키로상자,202505,상
7046,272,3498,202507,열무,3819,202506,   4키로상자,202505,중
4827,273,2390,202507,열무,2565,202506,   4키로상자,202505,하
22000,274,22173,202507,오렌지파프리카,20429,202506,   5키로상자,202505,상
21500,275,20437,202507,오렌지파프리카,20047,202506,   5키로상자,202505,중
18600,276,17777,202507,오렌지파프리카,16109,202506,   5키로상자,202505,하
48703,277,38495,202507,오이맛고추,30897,202506,  10키로상자,202505,상
36874,278,31170,202507,오이맛고추,23816,202506,  10키로상자,202505,중
20988,279,16946,202507,오이맛고추,13693,202506,  10키로상자,202505,하
1499,280,1591,202507,일반부추,955,202506, 500그람단,202505,상
1186,281,1318,202507,일반부추,795,202506, 500그람단,202505,중
917,282,993,202507,일반부추,596,202506, 500그람단,202505,하
4500,283,4500,202507,적겨자채,4500,202506,   2키로상자,202505,상
4019,284,4019,202507,적겨자채,4019,202506,   2키로상자,202505,중
2100,285,2100,202507,적겨자채,2100,202506,   2키로상자,202505,하
4700,286,11259,202507,적상추,6793,202506,   4키로상자,202505,상
4500,287,9769,202507,적상추,6000,202506,   4키로상자,202505,중
3509,288,8613,202507,적상추,4989,202506,   4키로상자,202505,하
13221,289,18833,202507,쥬키니호박,12963,202506,  10키로상자,202505,특
11549,290,18141,202507,쥬키니호박,11433,202506,  10키로상자,202505,상
8264,291,16381,202507,쥬키니호박,8847,202506,  10키로상자,202505,중
5133,292,12284,202507,쥬키니호박,5713,202506,  10키로상자,202505,하
3255,293,4006,202507,쪽파,2954,202506,   1키로단,202505,상
2805,294,3746,202507,쪽파,2648,202506,   1키로단,202505,중
2492,295,3271,202507,쪽파,2012,202506,   1키로단,202505,하
11964,296,9727,202507,쫑상추,8877,202506,   4키로상자,202505,특
10688,297,8175,202507,쫑상추,6977,202506,   4키로상자,202505,상
8372,298,6559,202507,쫑상추,5288,202506,   4키로상자,202505,중
5866,299,4605,202507,쫑상추,3540,202506,   4키로상자,202505,하
15452,300,11702,202507,참나물,14978,202506,   4키로,202505,상
32000,301,32000,202507,참다래 그린,32000,202506,  10키로상자,202505,특
30100,302,30100,202507,참다래 그린,30100,202506,  10키로상자,202505,상
29625,303,29625,202507,참다래 그린,29625,202506,  10키로상자,202505,중
20792,304,20792,202507,참다래 그린,20792,202506,  10키로상자,202505,하
12596,305,19016,202507,참외(일반),17205,202506,   5키로상자,202505,특
11441,306,18142,202507,참외(일반),15919,202506,   5키로상자,202505,상
10074,307,16552,202507,참외(일반),14634,202506,   5키로상자,202505,중
7613,308,14157,202507,참외(일반),12184,202506,   5키로상자,202505,하
38341,309,44064,202507,참외(일반),45054,202506,  10키로상자,202505,특
28553,310,34034,202507,참외(일반),34929,202506,  10키로상자,202505,상
17300,311,25814,202507,참외(일반),26082,202506,  10키로상자,202505,중
9697,312,18177,202507,참외(일반),17395,202506,  10키로상자,202505,하
8942,313,4237,202507,청경채,4544,202506,   4키로상자,202505,상
19365,314,12114,202507,청상추,13465,202506,   4키로상자,202505,상
13603,315,9727,202507,청상추,10391,202506,   4키로상자,202505,중
9174,316,7219,202507,청상추,6995,202506,   4키로상자,202505,하
82327,317,34251,202507,청양고추,50768,202506,  10키로상자,202505,특
75280,318,30214,202507,청양고추,41751,202506,  10키로상자,202505,상
61043,319,26386,202507,청양고추,29670,202506,  10키로상자,202505,중
38871,320,18967,202507,청양고추,17982,202506,  10키로상자,202505,하
30000,321,52222,202507,청피망,53547,202506,  10키로상자,202505,특
28000,322,44095,202507,청피망,41460,202506,  10키로상자,202505,상
23002,323,31854,202507,청피망,24318,202506,  10키로상자,202505,중
18514,324,19920,202507,청피망,12950,202506,  10키로상자,202505,하
7500,325,15688,202507,취나물,7724,202506,   4키로상자,202505,상
7500,326,11474,202507,취나물,7698,202506,   4키로상자,202505,중
6071,327,7739,202507,취나물,6282,202506,   4키로상자,202505,하
26277,328,32527,202507,취청오이,22135,202506,  10키로상자,202505,특
24297,329,30490,202507,취청오이,20987,202506,  10키로상자,202505,상
19117,330,25983,202507,취청오이,16658,202506,  10키로상자,202505,중
10450,331,16181,202507,취청오이,9980,202506,  10키로상자,202505,하
10544,332,5946,202507,치커리,6832,202506,   2키로상자,202505,상
9042,333,5202,202507,치커리,5724,202506,   2키로상자,202505,중
6984,334,4347,202507,치커리,4113,202506,   2키로상자,202505,하
30000,335,30000,202507,콜라비(일반),30000,202506,  15키로상자,202505,상
30000,336,30000,202507,콜라비(일반),30000,202506,  15키로상자,202505,중
28439,337,28439,202507,콜라비(일반),28439,202506,  15키로상자,202505,하
13626,338,11280,202507,토마토,9562,202506,   5키로상자,202505,상
11194,339,9840,202507,토마토,7703,202506,   5키로상자,202505,중
7760,340,7460,202507,토마토,5896,202506,   5키로상자,202505,하
23366,341,22046,202507,토마토,18252,202506,  10키로상자,202505,특
21208,342,20989,202507,토마토,16341,202506,  10키로상자,202505,상
17584,343,19329,202507,토마토,13154,202506,  10키로상자,202505,중
13083,344,16512,202507,토마토,9982,202506,  10키로상자,202505,하
7916,345,10383,202507,팽이버섯,8736,202506,   5키로상자,202505,특
7528,346,10126,202507,팽이버섯,8443,202506,   5키로상자,202505,상
5927,347,9242,202507,팽이버섯,7535,202506,   5키로상자,202505,중
4969,348,8622,202507,팽이버섯,7330,202506,   5키로상자,202505,하
22296,349,9500,202507,포도 거봉,25067,202506,   2키로상자,202505,특
18872,350,9250,202507,포도 거봉,23386,202506,   2키로상자,202505,상
15844,351,8302,202507,포도 거봉,19842,202506,   2키로상자,202505,중
12692,352,7664,202507,포도 거봉,16695,202506,   2키로상자,202505,하
23577,353,23000,202507,포도 거봉,23000,202506,   4키로상자,202505,특
22875,354,22500,202507,포도 거봉,22500,202506,   4키로상자,202505,상
18788,355,18297,202507,포도 거봉,18297,202506,   4키로상자,202505,중
11860,356,11071,202507,포도 거봉,11071,202506,   4키로상자,202505,하
9500,357,9500,202507,포도 마스캇베리에이,9500,202506,   3키로상자,202505,특
8510,358,8510,202507,포도 마스캇베리에이,8510,202506,   3키로상자,202505,상
4724,359,4724,202507,포도 마스캇베리에이,4724,202506,   3키로상자,202505,중
3947,360,3947,202507,포도 마스캇베리에이,3947,202506,   3키로상자,202505,하
22633,361,9000,202507,포도 샤인마스캣,13340,202506,   2키로상자,202505,특
20433,362,8448,202507,포도 샤인마스캣,12750,202506,   2키로상자,202505,상
16773,363,6964,202507,포도 샤인마스캣,11155,202506,   2키로상자,202505,중
12534,364,5860,202507,포도 샤인마스캣,9798,202506,   2키로상자,202505,하
40846,365,22857,202507,포도 샤인마스캣,26114,202506,   4키로상자,202505,특
36949,366,19250,202507,포도 샤인마스캣,22220,202506,   4키로상자,202505,상
33351,367,14695,202507,포도 샤인마스캣,17425,202506,   4키로상자,202505,중
26640,368,10667,202507,포도 샤인마스캣,13347,202506,   4키로상자,202505,하
7212,369,6000,202507,포도 캠벨얼리,6000,202506,   2키로상자,202505,특
10250,370,10250,202507,포도 캠벨얼리,10250,202506,   2키로상자,202505,상
6517,371,5816,202507,포도 캠벨얼리,5816,202506,   2키로상자,202505,중
4892,372,4574,202507,포도 캠벨얼리,4574,202506,   2키로상자,202505,하
20453,373,9781,202507,포도 캠벨얼리,9781,202506,   3키로상자,202505,특
19038,374,8281,202507,포도 캠벨얼리,8281,202506,   3키로상자,202505,상
15759,375,5301,202507,포도 캠벨얼리,5301,202506,   3키로상자,202505,중
11072,376,3462,202507,포도 캠벨얼리,3462,202506,   3키로상자,202505,하
11625,377,11625,202507,포도 캠벨얼리,11625,202506,   5키로상자,202505,특
8929,378,8929,202507,포도 캠벨얼리,8929,202506,   5키로상자,202505,상
8000,379,8000,202507,포도 캠벨얼리,8000,202506,   5키로상자,202505,중
7900,380,7900,202507,포도 캠벨얼리,7900,202506,   5키로상자,202505,하
32647,381,32035,202507,호박고구마,33906,202506,  10키로상자,202505,특
25876,382,27816,202507,호박고구마,26329,202506,  10키로상자,202505,상
16736,383,20769,202507,호박고구마,16076,202506,  10키로상자,202505,중
6923,384,10678,202507,호박고구마,6502,202506,  10키로상자,202505,하
24000,385,24000,202507,호박밤고구마,24000,202506,  10키로상자,202505,특
22434,386,22434,202507,호박밤고구마,22434,202506,  10키로상자,202505,상
19156,387,19156,202507,호박밤고구마,19156,202506,  10키로상자,202505,중
13652,388,13652,202507,호박밤고구마,13652,202506,  10키로상자,202505,하
60522,389,73131,202507,홍고추,88639,202506,  10키로상자,202505,특
51719,390,71197,202507,홍고추,84375,202506,  10키로상자,202505,상
38825,391,67400,202507,홍고추,75115,202506,  10키로상자,202505,중
26683,392,57472,202507,홍고추,47299,202506,  10키로상자,202505,하
52192,393,38577,202507,홍청양고추,41770,202506,  10키로상자,202505,특
47170,394,33999,202507,홍청양고추,37447,202506,  10키로상자,202505,상
